datetime,count
2011-01-28 11:00:00,44.41
2011-01-28 12:00:00,49.07
2011-01-28 13:00:00,50.12
2011-01-28 14:00:00,52.51
2011-01-28 15:00:00,57.45
2011-01-28 16:00:00,70.84
2011-01-28 17:00:00,161.98
2011-01-28 18:00:00,154.28
2011-01-28 19:00:00,102.46
2011-01-28 20:00:00,71.7
2011-01-28 21:00:00,50.91
2011-01-28 22:00:00,42.94
2011-01-28 23:00:00,27.03
2011-01-29 00:00:00,32.07
2011-01-29 01:00:00,23.5
2011-01-29 02:00:00,16.72
2011-01-29 03:00:00,11.17
2011-01-29 04:00:00,3.75
2011-01-29 06:00:00,3.27
2011-01-29 07:00:00,11.22
2011-01-29 08:00:00,24.256666666666664
2011-01-29 09:00:00,38.325
2011-01-29 10:00:00,65.8
2011-01-29 11:00:00,67.07
2011-01-29 12:00:00,82.01
2011-01-29 13:00:00,83.13
2011-01-29 14:00:00,82.67
2011-01-29 15:00:00,80.66
2011-01-29 16:00:00,86.4
2011-01-29 17:00:00,77.68
2011-01-29 18:00:00,73.01
2011-01-29 19:00:00,62.54
2011-01-29 20:00:00,48.12
2011-01-29 21:00:00,39.67
2011-01-29 22:00:00,35.41
2011-01-29 23:00:00,27.29
2011-01-30 00:00:00,29.89
2011-01-30 01:00:00,26.53
2011-01-30 02:00:00,20.52
2011-01-30 03:00:00,13.34
2011-01-30 04:00:00,4.79
2011-01-30 05:00:00,4.0
2011-01-30 07:00:00,8.97
2011-01-30 08:00:00,15.04
2011-01-30 09:00:00,30.470000000000006
2011-01-30 10:00:00,64.22
2011-01-30 11:00:00,75.11
2011-01-30 12:00:00,130.12
2011-01-30 13:00:00,91.25
2011-01-30 14:00:00,97.53
2011-01-30 15:00:00,127.47
2011-01-30 16:00:00,126.54
2011-01-30 17:00:00,73.77
2011-01-30 18:00:00,66.86
2011-01-30 19:00:00,44.77
2011-01-30 20:00:00,35.0
2011-01-30 21:00:00,30.82
2011-01-30 22:00:00,22.64
2011-01-30 23:00:00,15.44
2011-01-31 00:00:00,11.49
2011-01-31 01:00:00,3.19
2011-01-31 02:00:00,2.793333333333334
2011-01-31 03:00:00,2.45
2011-01-31 04:00:00,1.71
2011-01-31 05:00:00,2.43
2011-01-31 06:00:00,34.18
2011-01-31 07:00:00,85.25
2011-01-31 08:00:00,169.14
2011-01-31 09:00:00,91.62
2011-01-31 10:00:00,39.99
2011-01-31 11:00:00,39.69
2011-01-31 12:00:00,59.94
2011-01-31 13:00:00,55.04
2011-01-31 14:00:00,48.79
2011-01-31 15:00:00,46.24
2011-01-31 16:00:00,67.76
2011-01-31 17:00:00,158.42
2011-01-31 18:00:00,153.67
2011-01-31 19:00:00,126.31
2011-01-31 20:00:00,59.81
2011-01-31 21:00:00,34.09
2011-01-31 22:00:00,31.03
2011-01-31 23:00:00,16.51
2011-02-20 00:00:00,33.19
2011-02-20 01:00:00,21.92
2011-02-20 02:00:00,16.49
2011-02-20 03:00:00,9.23
2011-02-20 04:00:00,3.26
2011-02-20 06:00:00,2.34
2011-02-20 07:00:00,9.77
2011-02-20 08:00:00,20.04
2011-02-20 09:00:00,32.28
2011-02-20 10:00:00,96.52
2011-02-20 11:00:00,117.77
2011-02-20 12:00:00,131.91
2011-02-20 13:00:00,153.21
2011-02-20 14:00:00,148.49
2011-02-20 15:00:00,160.76
2011-02-20 16:00:00,153.05
2011-02-20 17:00:00,110.42
2011-02-20 18:00:00,79.33
2011-02-20 19:00:00,69.25
2011-02-20 20:00:00,67.88
2011-02-20 21:00:00,62.39
2011-02-20 22:00:00,48.39
2011-02-20 23:00:00,35.62
2011-02-21 00:00:00,26.87
2011-02-21 01:00:00,18.08
2011-02-21 02:00:00,10.62
2011-02-21 03:00:00,3.99
2011-02-21 04:00:00,4.04
2011-02-21 05:00:00,7.91
2011-02-21 06:00:00,16.44
2011-02-21 07:00:00,50.86
2011-02-21 08:00:00,71.98
2011-02-21 09:00:00,74.12
2011-02-21 10:00:00,85.12
2011-02-21 11:00:00,89.35
2011-02-21 12:00:00,93.41
2011-02-21 13:00:00,71.4
2011-02-21 14:00:00,85.83
2011-02-21 15:00:00,95.02
2011-02-21 16:00:00,81.11
2011-02-21 17:00:00,80.12
2011-02-21 18:00:00,76.04
2011-02-21 19:00:00,72.27
2011-02-21 20:00:00,41.04
2011-02-21 21:00:00,26.52
2011-02-21 22:00:00,23.7
2011-02-21 23:00:00,14.92
2011-02-22 06:00:00,30.93
2011-02-22 07:00:00,87.78
2011-02-22 08:00:00,192.44
2011-02-22 09:00:00,100.76
2011-02-22 10:00:00,44.5
2011-02-22 11:00:00,50.39
2011-02-22 12:00:00,62.15
2011-02-22 13:00:00,72.15
2011-02-22 14:00:00,69.49
2011-02-22 15:00:00,71.52
2011-02-22 16:00:00,72.61
2011-02-22 17:00:00,162.81
2011-02-22 18:00:00,158.59
2011-02-22 19:00:00,98.83
2011-02-22 20:00:00,66.1
2011-02-22 21:00:00,49.76
2011-02-22 22:00:00,29.49
2011-02-22 23:00:00,19.91
2011-02-23 00:00:00,11.84
2011-02-23 01:00:00,5.8
2011-02-23 02:00:00,2.05
2011-02-23 03:00:00,1.39
2011-02-23 05:00:00,5.51
2011-02-23 06:00:00,31.9
2011-02-23 07:00:00,81.07
2011-02-23 08:00:00,186.65
2011-02-23 09:00:00,120.66
2011-02-23 10:00:00,54.62
2011-02-23 11:00:00,57.99
2011-02-23 12:00:00,77.18
2011-02-23 13:00:00,72.23
2011-02-23 14:00:00,78.59
2011-02-23 15:00:00,69.65
2011-02-23 16:00:00,103.26
2011-02-23 17:00:00,230.35
2011-02-23 18:00:00,212.89
2011-02-23 19:00:00,134.25
2011-02-23 20:00:00,73.08
2011-02-23 21:00:00,65.07
2011-02-23 22:00:00,46.69
2011-02-23 23:00:00,23.71
2011-02-24 00:00:00,11.4
2011-02-24 01:00:00,4.89
2011-02-24 02:00:00,2.4683333333333333
2011-02-24 03:00:00,2.26
2011-02-24 05:00:00,6.38
2011-02-24 06:00:00,36.14
2011-02-24 07:00:00,99.76
2011-02-24 08:00:00,253.72
2011-02-24 09:00:00,130.29
2011-02-24 10:00:00,59.21
2011-02-24 11:00:00,70.58
2011-02-24 12:00:00,94.41
2011-02-24 13:00:00,92.1
2011-02-24 14:00:00,91.27
2011-02-24 15:00:00,34.53
2011-02-24 16:00:00,45.05
2011-02-24 17:00:00,174.84
2011-02-24 18:00:00,177.15
2011-02-24 19:00:00,100.95
2011-02-24 20:00:00,75.93
2011-02-24 21:00:00,61.34
2011-02-24 22:00:00,33.29
2011-02-24 23:00:00,35.8
2011-02-25 00:00:00,12.81
2011-02-25 01:00:00,11.11
2011-02-25 02:00:00,8.29
2011-02-25 03:00:00,2.33
2011-02-25 05:00:00,7.96
2011-02-25 06:00:00,25.88
2011-02-25 07:00:00,65.23
2011-02-25 08:00:00,130.5
2011-02-25 09:00:00,82.7
2011-02-25 10:00:00,41.04
2011-02-25 11:00:00,154.61
2011-02-25 12:00:00,174.47
2011-02-25 13:00:00,174.64
2011-02-25 14:00:00,179.07
2011-02-25 15:00:00,202.24
2011-02-25 16:00:00,109.28
2011-02-25 17:00:00,190.01
2011-02-25 18:00:00,170.35
2011-02-25 19:00:00,113.21
2011-02-25 20:00:00,67.61
2011-02-25 21:00:00,52.76
2011-02-25 22:00:00,42.08
2011-02-25 23:00:00,30.46
2011-02-26 00:00:00,29.89
2011-02-26 01:00:00,21.21
2011-02-26 02:00:00,14.89
2011-02-26 03:00:00,10.883333333333335
2011-02-26 04:00:00,2.26
2011-02-26 05:00:00,3.07
2011-02-26 06:00:00,3.2
2011-02-26 07:00:00,7.73
2011-02-26 08:00:00,20.77
2011-02-26 09:00:00,55.85
2011-02-26 10:00:00,104.55
2011-02-26 11:00:00,129.35
2011-02-26 12:00:00,133.05
2011-02-26 13:00:00,146.46
2011-02-26 14:00:00,131.2
2011-02-26 15:00:00,139.13
2011-02-26 16:00:00,145.69
2011-02-26 17:00:00,118.05
2011-02-26 18:00:00,86.77
2011-02-26 19:00:00,70.63
2011-02-26 20:00:00,59.84
2011-02-26 21:00:00,44.44
2011-02-26 22:00:00,43.78
2011-02-26 23:00:00,45.42
2011-02-27 00:00:00,31.46
2011-02-27 01:00:00,27.76
2011-02-27 02:00:00,22.41
2011-02-27 03:00:00,14.5
2011-02-27 04:00:00,5.51
2011-02-27 06:00:00,3.37
2011-02-27 07:00:00,9.31
2011-02-27 08:00:00,29.47
2011-02-27 09:00:00,43.01333333333334
2011-02-27 10:00:00,76.75
2011-02-27 11:00:00,99.81
2011-02-27 12:00:00,156.22
2011-02-27 13:00:00,165.52
2011-02-27 14:00:00,179.13
2011-02-27 15:00:00,246.97
2011-02-27 16:00:00,265.12
2011-02-27 17:00:00,128.41
2011-02-27 18:00:00,118.79
2011-02-27 19:00:00,97.05
2011-02-27 20:00:00,78.79
2011-02-27 21:00:00,73.5
2011-02-27 22:00:00,51.52
2011-02-27 23:00:00,40.32
2011-02-28 00:00:00,19.44
2011-02-28 01:00:00,5.39
2011-02-28 03:00:00,2.02
2011-02-28 05:00:00,8.35
2011-02-28 06:00:00,35.76
2011-02-28 07:00:00,114.21
2011-02-28 08:00:00,229.7
2011-02-28 09:00:00,145.43
2011-02-28 10:00:00,94.78
2011-02-28 11:00:00,121.13
2011-02-28 12:00:00,122.79
2011-02-28 13:00:00,96.38
2011-02-28 14:00:00,60.38
2011-02-28 15:00:00,58.92
2011-02-28 16:00:00,71.69
2011-02-28 17:00:00,195.69
2011-02-28 18:00:00,149.81
2011-02-28 19:00:00,103.05
2011-02-28 20:00:00,89.71
2011-02-28 21:00:00,67.22
2011-02-28 22:00:00,32.98
2011-02-28 23:00:00,25.77
2011-03-20 00:00:00,37.56
2011-03-20 01:00:00,30.63
2011-03-20 02:00:00,21.62
2011-03-20 03:00:00,12.08
2011-03-20 04:00:00,1.44
2011-03-20 05:00:00,1.58
2011-03-20 06:00:00,1.66
2011-03-20 07:00:00,10.6
2011-03-20 08:00:00,33.57
2011-03-20 09:00:00,51.0
2011-03-20 10:00:00,123.15
2011-03-20 11:00:00,141.75
2011-03-20 12:00:00,159.46
2011-03-20 13:00:00,155.25
2011-03-20 14:00:00,160.36
2011-03-20 15:00:00,160.98
2011-03-20 16:00:00,146.82
2011-03-20 17:00:00,106.82
2011-03-20 18:00:00,125.1
2011-03-20 19:00:00,77.44
2011-03-20 20:00:00,71.64
2011-03-20 21:00:00,58.41
2011-03-20 22:00:00,53.39
2011-03-20 23:00:00,37.12
2011-03-21 00:00:00,21.86
2011-03-21 01:00:00,18.36
2011-03-21 02:00:00,10.35
2011-03-21 03:00:00,3.08
2011-03-21 05:00:00,17.08
2011-03-21 06:00:00,50.35
2011-03-21 07:00:00,88.75
2011-03-21 08:00:00,241.95
2011-03-21 09:00:00,157.81
2011-03-21 10:00:00,82.02
2011-03-21 11:00:00,123.39
2011-03-21 12:00:00,128.91
2011-03-21 13:00:00,123.49
2011-03-21 14:00:00,117.24
2011-03-21 15:00:00,171.45
2011-03-21 16:00:00,205.32
2011-03-21 17:00:00,455.2
2011-03-21 18:00:00,404.63
2011-03-21 19:00:00,300.81
2011-03-21 20:00:00,244.27
2011-03-21 21:00:00,103.68
2011-03-21 22:00:00,107.49
2011-03-21 23:00:00,60.14
2011-03-22 00:00:00,48.75
2011-03-22 01:00:00,11.78
2011-03-22 02:00:00,7.49
2011-03-22 03:00:00,4.41
2011-03-22 04:00:00,4.34
2011-03-22 05:00:00,19.49
2011-03-22 06:00:00,77.74
2011-03-22 07:00:00,192.62
2011-03-22 08:00:00,276.44
2011-03-22 09:00:00,143.57
2011-03-22 10:00:00,139.91
2011-03-22 11:00:00,134.39
2011-03-22 12:00:00,148.04
2011-03-22 13:00:00,143.29
2011-03-22 14:00:00,123.9
2011-03-22 15:00:00,128.88
2011-03-22 16:00:00,245.88
2011-03-22 17:00:00,451.14
2011-03-22 18:00:00,398.94
2011-03-22 19:00:00,207.1
2011-03-22 20:00:00,147.04
2011-03-22 21:00:00,98.54
2011-03-22 22:00:00,76.04
2011-03-22 23:00:00,50.92
2011-03-23 00:00:00,28.14
2011-03-23 01:00:00,11.69
2011-03-23 02:00:00,6.09
2011-03-23 03:00:00,4.13
2011-03-23 05:00:00,12.52
2011-03-23 06:00:00,58.29
2011-03-23 07:00:00,139.01
2011-03-23 08:00:00,260.91
2011-03-23 09:00:00,163.48
2011-03-23 10:00:00,66.85
2011-03-23 11:00:00,73.01
2011-03-23 12:00:00,72.18
2011-03-23 13:00:00,86.89
2011-03-23 14:00:00,102.55
2011-03-23 15:00:00,91.08
2011-03-23 16:00:00,155.11
2011-03-23 17:00:00,336.7
2011-03-23 18:00:00,203.86
2011-03-23 19:00:00,149.64
2011-03-23 20:00:00,72.68
2011-03-23 21:00:00,51.83
2011-03-23 22:00:00,65.16
2011-03-23 23:00:00,43.84
2011-03-24 00:00:00,20.91
2011-03-24 01:00:00,7.47
2011-03-24 02:00:00,5.88
2011-03-24 03:00:00,3.445
2011-03-24 04:00:00,3.28
2011-03-24 05:00:00,13.7
2011-03-24 06:00:00,59.71
2011-03-24 07:00:00,82.15
2011-03-24 08:00:00,111.42
2011-03-24 09:00:00,129.85
2011-03-24 10:00:00,55.94
2011-03-24 11:00:00,78.22
2011-03-24 12:00:00,84.13
2011-03-24 13:00:00,91.47
2011-03-24 14:00:00,96.66
2011-03-24 15:00:00,88.8
2011-03-24 16:00:00,134.37
2011-03-24 17:00:00,258.6
2011-03-24 18:00:00,238.73
2011-03-24 19:00:00,162.23
2011-03-24 20:00:00,99.37
2011-03-24 21:00:00,81.34
2011-03-24 22:00:00,65.56
2011-03-24 23:00:00,47.4
2011-03-25 00:00:00,28.06
2011-03-25 01:00:00,9.61
2011-03-25 02:00:00,7.31
2011-03-25 03:00:00,3.1275000000000004
2011-03-25 04:00:00,2.616
2011-03-25 05:00:00,14.61
2011-03-25 06:00:00,62.0
2011-03-25 07:00:00,179.25
2011-03-25 08:00:00,276.66
2011-03-25 09:00:00,168.72
2011-03-25 10:00:00,107.11
2011-03-25 11:00:00,107.84
2011-03-25 12:00:00,121.88
2011-03-25 13:00:00,119.17
2011-03-25 14:00:00,130.67
2011-03-25 15:00:00,124.92
2011-03-25 16:00:00,176.99
2011-03-25 17:00:00,249.75
2011-03-25 18:00:00,252.2
2011-03-25 19:00:00,149.38
2011-03-25 20:00:00,99.88
2011-03-25 21:00:00,85.71
2011-03-25 22:00:00,57.88
2011-03-25 23:00:00,46.11
2011-03-26 00:00:00,37.6
2011-03-26 01:00:00,32.09
2011-03-26 02:00:00,22.8
2011-03-26 03:00:00,11.72
2011-03-26 04:00:00,4.8
2011-03-26 05:00:00,4.33
2011-03-26 06:00:00,13.21
2011-03-26 07:00:00,63.49
2011-03-26 08:00:00,97.14
2011-03-26 09:00:00,116.7
2011-03-26 10:00:00,154.72
2011-03-26 11:00:00,171.17
2011-03-26 12:00:00,195.76
2011-03-26 13:00:00,208.42
2011-03-26 14:00:00,204.82
2011-03-26 15:00:00,212.38
2011-03-26 16:00:00,203.81
2011-03-26 17:00:00,195.91
2011-03-26 18:00:00,181.0
2011-03-26 19:00:00,135.51
2011-03-26 20:00:00,83.0
2011-03-26 21:00:00,68.59
2011-03-26 22:00:00,62.4
2011-03-26 23:00:00,45.14
2011-03-27 00:00:00,40.43
2011-03-27 01:00:00,29.6
2011-03-27 02:00:00,23.7
2011-03-27 03:00:00,13.4
2011-03-27 04:00:00,4.57
2011-03-27 06:00:00,8.44
2011-03-27 07:00:00,101.83
2011-03-27 08:00:00,64.62
2011-03-27 09:00:00,91.11
2011-03-27 10:00:00,143.73
2011-03-27 11:00:00,155.98
2011-03-27 12:00:00,180.03
2011-03-27 13:00:00,187.37
2011-03-27 14:00:00,192.86
2011-03-27 15:00:00,191.48
2011-03-27 16:00:00,205.92
2011-03-27 17:00:00,191.09
2011-03-27 18:00:00,152.92
2011-03-27 19:00:00,133.46
2011-03-27 20:00:00,77.59
2011-03-27 21:00:00,56.83
2011-03-27 22:00:00,48.92
2011-03-27 23:00:00,46.77
2011-03-28 00:00:00,19.83
2011-03-28 01:00:00,7.59
2011-03-28 02:00:00,5.28
2011-03-28 03:00:00,4.12
2011-03-28 05:00:00,12.48
2011-03-28 06:00:00,59.19
2011-03-28 07:00:00,186.61
2011-03-28 08:00:00,266.6
2011-03-28 09:00:00,176.9
2011-03-28 10:00:00,101.47
2011-03-28 11:00:00,121.61
2011-03-28 12:00:00,130.56
2011-03-28 13:00:00,131.63
2011-03-28 14:00:00,122.3
2011-03-28 15:00:00,117.78
2011-03-28 16:00:00,167.32
2011-03-28 17:00:00,278.64
2011-03-28 18:00:00,256.9
2011-03-28 19:00:00,170.44
2011-03-28 20:00:00,123.12
2011-03-28 21:00:00,99.71
2011-03-28 22:00:00,61.55
2011-03-28 23:00:00,37.51
2011-03-29 00:00:00,20.33
2011-03-29 01:00:00,6.33
2011-03-29 02:00:00,11.59
2011-03-29 03:00:00,2.67
2011-03-29 04:00:00,3.52
2011-03-29 05:00:00,15.94
2011-03-29 06:00:00,63.48
2011-03-29 07:00:00,177.28
2011-03-29 08:00:00,273.6
2011-03-29 09:00:00,164.96
2011-03-29 10:00:00,101.5
2011-03-29 11:00:00,97.73
2011-03-29 12:00:00,121.07
2011-03-29 13:00:00,118.9
2011-03-29 14:00:00,121.37
2011-03-29 15:00:00,132.4
2011-03-29 16:00:00,167.46
2011-03-29 17:00:00,332.23
2011-03-29 18:00:00,297.9
2011-03-29 19:00:00,179.3
2011-03-29 20:00:00,140.07
2011-03-29 21:00:00,101.71
2011-03-29 22:00:00,70.68
2011-03-29 23:00:00,49.2
2011-03-30 00:00:00,21.71
2011-03-30 01:00:00,11.3
2011-03-30 02:00:00,5.21
2011-03-30 03:00:00,4.13
2011-03-30 04:00:00,4.06
2011-03-30 05:00:00,16.04
2011-03-30 06:00:00,64.1
2011-03-30 07:00:00,182.56
2011-03-30 08:00:00,276.11
2011-03-30 09:00:00,174.36
2011-03-30 10:00:00,103.92
2011-03-30 11:00:00,104.17
2011-03-30 12:00:00,113.53
2011-03-30 13:00:00,110.43
2011-03-30 14:00:00,100.11
2011-03-30 15:00:00,67.78
2011-03-30 16:00:00,71.88
2011-03-30 17:00:00,143.35
2011-03-30 18:00:00,171.76
2011-03-30 19:00:00,113.32
2011-03-30 20:00:00,65.37
2011-03-30 21:00:00,64.54
2011-03-30 22:00:00,39.16
2011-03-30 23:00:00,32.08
2011-03-31 00:00:00,13.92
2011-03-31 01:00:00,7.74
2011-03-31 02:00:00,6.05
2011-03-31 03:00:00,3.335
2011-03-31 04:00:00,3.26
2011-03-31 05:00:00,11.49
2011-03-31 06:00:00,37.14
2011-03-31 07:00:00,84.98
2011-03-31 08:00:00,209.61
2011-03-31 09:00:00,83.99
2011-03-31 10:00:00,63.11
2011-03-31 11:00:00,70.13
2011-03-31 12:00:00,73.93
2011-03-31 13:00:00,85.08
2011-03-31 14:00:00,82.7
2011-03-31 15:00:00,66.97
2011-03-31 16:00:00,112.79
2011-03-31 17:00:00,221.24
2011-03-31 18:00:00,212.64
2011-03-31 19:00:00,141.16
2011-03-31 20:00:00,66.52
2011-03-31 21:00:00,81.4
2011-03-31 22:00:00,41.26
2011-03-31 23:00:00,42.94
2011-04-20 00:00:00,45.85
2011-04-20 01:00:00,10.31
2011-04-20 02:00:00,9.38
2011-04-20 03:00:00,4.59
2011-04-20 04:00:00,4.63
2011-04-20 05:00:00,20.23
2011-04-20 06:00:00,86.43
2011-04-20 07:00:00,242.1
2011-04-20 08:00:00,432.13
2011-04-20 09:00:00,204.85
2011-04-20 10:00:00,134.64
2011-04-20 11:00:00,135.59
2011-04-20 12:00:00,202.39
2011-04-20 13:00:00,196.71
2011-04-20 14:00:00,172.99
2011-04-20 15:00:00,172.16
2011-04-20 16:00:00,286.76
2011-04-20 17:00:00,511.78
2011-04-20 18:00:00,529.46
2011-04-20 19:00:00,412.08
2011-04-20 20:00:00,313.4
2011-04-20 21:00:00,226.3
2011-04-20 22:00:00,154.71
2011-04-20 23:00:00,96.37
2011-04-21 00:00:00,41.27
2011-04-21 01:00:00,16.22
2011-04-21 02:00:00,12.63
2011-04-21 03:00:00,3.83
2011-04-21 04:00:00,4.37
2011-04-21 05:00:00,20.82
2011-04-21 06:00:00,65.69
2011-04-21 07:00:00,187.18
2011-04-21 08:00:00,254.42
2011-04-21 09:00:00,162.55
2011-04-21 10:00:00,134.33
2011-04-21 11:00:00,157.17
2011-04-21 12:00:00,183.48
2011-04-21 13:00:00,174.02
2011-04-21 14:00:00,136.48
2011-04-21 15:00:00,143.94
2011-04-21 16:00:00,198.63
2011-04-21 17:00:00,452.68
2011-04-21 18:00:00,362.59
2011-04-21 19:00:00,232.5
2011-04-21 20:00:00,183.89
2011-04-21 21:00:00,113.82
2011-04-21 22:00:00,92.65
2011-04-21 23:00:00,65.19
2011-04-22 00:00:00,38.28
2011-04-22 01:00:00,17.82
2011-04-22 02:00:00,11.34
2011-04-22 03:00:00,3.79
2011-04-22 04:00:00,3.9825
2011-04-22 05:00:00,16.61
2011-04-22 06:00:00,67.65
2011-04-22 07:00:00,161.32
2011-04-22 08:00:00,248.54
2011-04-22 09:00:00,182.34
2011-04-22 10:00:00,119.37
2011-04-22 11:00:00,103.48
2011-04-22 12:00:00,112.33
2011-04-22 13:00:00,87.92
2011-04-22 14:00:00,38.42
2011-04-22 15:00:00,83.81
2011-04-22 16:00:00,113.16
2011-04-22 17:00:00,139.84
2011-04-22 18:00:00,107.57
2011-04-22 19:00:00,96.51
2011-04-22 20:00:00,79.32
2011-04-22 21:00:00,67.61
2011-04-22 22:00:00,54.32
2011-04-22 23:00:00,51.78
2011-04-23 00:00:00,34.0
2011-04-23 01:00:00,29.53
2011-04-23 02:00:00,28.08
2011-04-23 03:00:00,17.59
